filename	count_mme	count_mlle	total
1887-0053	0	0	0
1896-0332	0	0	0
1896-0381	0	0	0
1896-0347	0	0	0
1896-0383	0	0	0
1896-0365	0	0	0
1896-0386	0	0	0
1896-0375	0	0	0
1896-0376	0	0	0
1896-0377	0	0	0
1896-0378	0	0	0
1896-0379	0	0	0
1896-0380	0	0	0
1896-0382	0	0	0
1896-0396	0	0	0
1896-0385	0	0	0
1896-0398	0	0	0
1896-0387	0	0	0
1896-0366	0	0	0
1896-0389	0	0	0
1896-0390	0	0	0
1896-0391	0	0	0
1896-0392	0	0	0
1896-0393	0	0	0
1896-0394	0	0	0
1896-0298	0	0	0
1888-0310	0	0	0
1888-0307	0	0	0
1896-0310	0	0	0
1888-0348	0	0	0
1888-0261	0	0	0
1888-0350	0	0	0
1888-0260	0	0	0
1888-0262	0	0	0
1888-0263	0	0	0
1888-0264	0	0	0
1888-0296	0	0	0
1888-0298	0	0	0
1888-0362	0	0	0
1888-0299	0	0	0
1888-0330	0	0	0
1888-0331	0	0	0
1888-0332	0	0	0
1888-0333	0	0	0
1888-0334	0	0	0
1888-0340	0	0	0
1888-0341	0	0	0
1888-0342	0	0	0
1888-0343	0	0	0
1888-0344	0	0	0
1888-0345	0	0	0
1888-0346	0	0	0
1888-0295	0	0	0
1896-0306	0	0	0
1896-0303	0	0	0
1888-0254	0	0	0
1896-0309	0	0	0
1888-0256	0	0	0
1888-0259	0	0	0
1888-0258	0	0	0
1888-0268	0	0	0
1888-0267	0	0	0
1888-0266	0	0	0
1888-0251	0	0	0
1888-0239	0	0	0
1888-0240	0	0	0
1888-0241	0	0	0
1888-0242	0	0	0
1888-0243	0	0	0
1888-0244	0	0	0
1888-0245	0	0	0
1888-0246	0	0	0
1888-0247	0	0	0
1888-0248	0	0	0
1888-0249	0	0	0
1888-0250	0	0	0
1888-0252	0	0	0
1888-0265	0	0	0
1888-0253	0	0	0
1888-0347	0	0	0
1888-0255	0	0	0
1888-0349	0	0	0
1888-0257	0	0	0
1896-0305	0	0	0
1888-0321	0	0	0
1888-0352	0	0	0
1896-0308	0	0	0
1888-0324	0	0	0
1888-0354	0	0	0
1888-0315	0	0	0
1888-0316	0	0	0
1888-0317	0	0	0
1888-0318	0	0	0
1888-0319	0	0	0
1888-0320	0	0	0
1888-0322	0	0	0
1896-0304	0	0	0
1888-0323	0	0	0
1888-0325	0	0	0
1896-0307	0	0	0
1892-0301	0	0	0
1892-0302	0	0	0
1892-0303	0	0	0
1896-0329	0	0	0
1896-0301	0	0	0
1896-0302	0	0	0
1888-0314	0	0	0
1888-0326	0	0	0
1888-0306	0	0	0
1888-0359	0	0	0
1888-0351	0	0	0
1888-0309	0	0	0
1888-0329	0	0	0
1888-0353	0	0	0
1888-0313	0	0	0
1888-0312	0	0	0
1888-0355	0	0	0
1888-0356	0	0	0
1888-0357	0	0	0
1888-0358	0	0	0
1888-0360	0	0	0
1888-0305	0	0	0
1888-0361	0	0	0
1888-0328	0	0	0
1888-0308	0	0	0
1888-0327	0	0	0
1888-0300	0	0	0
1888-0311	0	0	0
1888-0301	0	0	0
1888-0302	0	0	0
1888-0303	0	0	0
1888-0304	0	0	0
1892-0080	0	0	0
1891-0379	0	0	0
1887-0052	0	0	0
1891-0256	0	0	0
1891-0258	0	0	0
1891-0269	0	0	0
1891-0271	0	0	0
1891-0272	0	0	0
1891-0273	0	0	0
1891-0274	0	0	0
1891-0275	0	0	0
1891-0276	0	0	0
1891-0277	0	0	0
1891-0278	0	0	0
1891-0279	0	0	0
1891-0280	0	0	0
1891-0281	0	0	0
1891-0282	0	0	0
1891-0283	0	0	0
1891-0284	0	0	0
1891-0285	0	0	0
1891-0286	0	0	0
1891-0287	0	0	0
1891-0288	0	0	0
1891-0289	0	0	0
1891-0262	0	0	0
1891-0261	0	0	0
1891-0260	0	0	0
1891-0245	0	0	0
1892-0284	0	0	0
1891-0347	0	0	0
1892-0253	0	0	0
1891-0267	0	0	0
1892-0255	0	0	0
1892-0257	0	0	0
1892-0270	0	0	0
1892-0258	0	0	0
1892-0259	0	0	0
1892-0260	0	0	0
1892-0261	0	0	0
1892-0262	0	0	0
1892-0263	0	0	0
1892-0264	0	0	0
1892-0265	0	0	0
1892-0266	0	0	0
1892-0267	0	0	0
1892-0268	0	0	0
1892-0269	0	0	0
1891-0354	0	0	0
1891-0352	0	0	0
1891-0080	0	0	0
1891-0291	0	0	0
1891-0263	0	0	0
1891-0264	0	0	0
1891-0265	0	0	0
1891-0266	0	0	0
1891-0081	0	0	0
1891-0082	0	0	0
1891-0331	0	0	0
1891-0083	0	0	0
1891-0333	0	0	0
1891-0084	0	0	0
1891-0324	0	0	0
1891-0325	0	0	0
1891-0326	0	0	0
1891-0327	0	0	0
1891-0328	0	0	0
1891-0329	0	0	0
1891-0330	0	0	0
1891-0332	0	0	0
1891-0343	0	0	0
1891-0334	0	0	0
1891-0345	0	0	0
1891-0335	0	0	0
1891-0336	0	0	0
1891-0337	0	0	0
1891-0338	0	0	0
1891-0339	0	0	0
1891-0340	0	0	0
1891-0341	0	0	0
1891-0342	0	0	0
1891-0344	0	0	0
1891-0346	0	0	0
1891-0293	0	0	0
1891-0092	0	0	0
1891-0351	0	0	0
1891-0246	0	0	0
1891-0292	0	0	0
1891-0247	0	0	0
1891-0085	0	0	0
1891-0087	0	0	0
1891-0088	0	0	0
1891-0089	0	0	0
1891-0090	0	0	0
1891-0091	0	0	0
1891-0098	0	0	0
1891-0255	0	0	0
1891-0259	0	0	0
1891-0257	0	0	0
1891-0248	0	0	0
1891-0290	0	0	0
1891-0249	0	0	0
1891-0250	0	0	0
1891-0251	0	0	0
1891-0252	0	0	0
1891-0253	0	0	0
1891-0254	0	0	0
1891-0270	0	0	0
1891-0268	0	0	0
1887-0043	0	0	0
1892-0254	0	0	0
1892-0252	0	0	0
1892-0081	0	0	0
1892-0083	0	0	0
1892-0084	0	0	0
1892-0085	0	0	0
1892-0088	0	0	0
1891-0392	0	0	0
1891-0391	0	0	0
1891-0390	0	0	0
1891-0375	0	0	0
1891-0355	0	0	0
1891-0356	0	0	0
1891-0357	0	0	0
1891-0358	0	0	0
1891-0359	0	0	0
1891-0360	0	0	0
1891-0361	0	0	0
1891-0362	0	0	0
1891-0363	0	0	0
1891-0364	0	0	0
1891-0365	0	0	0
1891-0366	0	0	0
1891-0376	0	0	0
1891-0389	0	0	0
1891-0377	0	0	0
1887-0046	0	0	0
1887-0051	0	0	0
1892-0251	0	0	0
1892-0079	0	0	0
1891-0077	0	0	0
1891-0079	0	0	0
1889-0331	0	0	0
1892-0090	0	0	0
1891-0393	0	0	0
1891-0394	0	0	0
1891-0395	0	0	0
1891-0396	0	0	0
1891-0397	0	0	0
1891-0398	0	0	0
1891-0399	0	0	0
1891-0400	0	0	0
1891-0401	0	0	0
1892-0062	0	0	0
1892-0063	0	0	0
1892-0065	0	0	0
1892-0067	0	0	0
1892-0070	0	0	0
1892-0071	0	0	0
1892-0072	0	0	0
1892-0073	0	0	0
1892-0077	0	0	0
1892-0078	0	0	0
1891-0378	0	0	0
1896-0357	0	0	0
1892-0296	0	0	0
1896-0360	0	0	0
1892-0298	0	0	0
1896-0361	0	0	0
1892-0289	0	0	0
1892-0290	0	0	0
1892-0291	0	0	0
1892-0292	0	0	0
1892-0293	0	0	0
1892-0294	0	0	0
1892-0295	0	0	0
1892-0297	0	0	0
1892-0247	0	0	0
1892-0299	0	0	0
1892-0249	0	0	0
1892-0300	0	0	0
1892-0273	0	0	0
1892-0272	0	0	0
1892-0271	0	0	0
1892-0256	0	0	0
1892-0098	0	0	0
1892-0245	0	0	0
1892-0246	0	0	0
1892-0248	0	0	0
1892-0250	0	0	0
1892-0288	0	0	0
1891-0388	0	0	0
1892-0287	0	0	0
1892-0091	0	0	0
1892-0286	0	0	0
1892-0092	0	0	0
1891-0382	0	0	0
1891-0383	0	0	0
1891-0384	0	0	0
1891-0385	0	0	0
1891-0386	0	0	0
1891-0387	0	0	0
1892-0089	0	0	0
1892-0281	0	0	0
1891-0353	0	0	0
1892-0283	0	0	0
1892-0274	0	0	0
1892-0285	0	0	0
1892-0275	0	0	0
1892-0276	0	0	0
1892-0277	0	0	0
1892-0278	0	0	0
1892-0279	0	0	0
1892-0280	0	0	0
1892-0282	0	0	0
1891-0348	0	0	0
1891-0380	0	0	0
1887-0087	0	0	0
1887-0151	0	0	0
1887-0234	0	0	0
1887-0090	0	0	0
1887-0233	0	0	0
1887-0235	0	0	0
1887-0236	0	0	0
1888-0060	0	0	0
1888-0061	0	0	0
1888-0063	0	0	0
1888-0066	0	0	0
1888-0082	0	0	0
1888-0067	0	0	0
1888-0068	0	0	0
1888-0069	0	0	0
1888-0070	0	0	0
1888-0072	0	0	0
1888-0074	0	0	0
1888-0075	0	0	0
1888-0077	0	0	0
1888-0078	0	0	0
1888-0079	0	0	0
1888-0080	0	0	0
1888-0081	0	0	0
1887-0084	0	0	0
1891-0314	0	0	0
1891-0315	0	0	0
1888-0065	0	0	0
1891-0350	0	0	0
1887-0229	0	0	0
1887-0232	0	0	0
1887-0231	0	0	0
1888-0219	0	0	0
1888-0220	0	0	0
1888-0221	0	0	0
1888-0222	0	0	0
1888-0223	0	0	0
1888-0224	0	0	0
1888-0225	0	0	0
1888-0226	0	0	0
1888-0227	0	0	0
1888-0228	0	0	0
1888-0229	0	0	0
1888-0230	0	0	0
1888-0231	0	0	0
1888-0232	0	0	0
1888-0233	0	0	0
1888-0234	0	0	0
1888-0087	0	0	0
1888-0086	0	0	0
1888-0084	0	0	0
1887-0153	0	0	0
1887-0228	0	0	0
1888-0236	0	0	0
1887-0230	0	0	0
1887-0045	0	0	0
1887-0031	0	0	0
1887-0063	0	0	0
1887-0049	0	0	0
1887-0034	0	0	0
1887-0065	0	0	0
1887-0039	0	0	0
1887-0025	0	0	0
1887-0027	0	0	0
1887-0028	0	0	0
1887-0029	0	0	0
1887-0030	0	0	0
1887-0032	0	0	0
1887-0044	0	0	0
1887-0033	0	0	0
1887-0035	0	0	0
1887-0047	0	0	0
1887-0036	0	0	0
1887-0037	0	0	0
1887-0040	0	0	0
1887-0055	0	0	0
1887-0041	0	0	0
1887-0042	0	0	0
1887-0056	0	0	0
1887-0060	0	0	0
1887-0083	0	0	0
1887-0070	0	0	0
1887-0062	0	0	0
1887-0086	0	0	0
1887-0073	0	0	0
1887-0064	0	0	0
1887-0061	0	0	0
1887-0076	0	0	0
1887-0066	0	0	0
1887-0067	0	0	0
1887-0068	0	0	0
1887-0069	0	0	0
1887-0071	0	0	0
1887-0082	0	0	0
1887-0072	0	0	0
1887-0074	0	0	0
1887-0085	0	0	0
1887-0075	0	0	0
1887-0077	0	0	0
1887-0088	0	0	0
1887-0078	0	0	0
1887-0079	0	0	0
1887-0080	0	0	0
1887-0081	0	0	0
1891-0381	0	0	0
1891-0349	0	0	0
1888-0216	0	0	0
1887-0210	0	0	0
1887-0209	0	0	0
1887-0212	0	0	0
1887-0211	0	0	0
1887-0213	0	0	0
1891-0316	0	0	0
1891-0317	0	0	0
1891-0318	0	0	0
1891-0319	0	0	0
1889-0332	0	0	0
1889-0330	0	0	0
1898-0334	0	0	0
1887-0225	0	0	0
1887-0184	0	0	0
1887-0185	0	0	0
1887-0186	0	0	0
1887-0187	0	0	0
1887-0188	0	0	0
1887-0189	0	0	0
1887-0190	0	0	0
1887-0191	0	0	0
1887-0192	0	0	0
1887-0206	0	0	0
1887-0207	0	0	0
1888-0218	0	0	0
1888-0217	0	0	0
1891-0313	0	0	0
1891-0298	0	0	0
1891-0299	0	0	0
1891-0300	0	0	0
1891-0323	0	0	0
1891-0322	0	0	0
1891-0321	0	0	0
1891-0306	0	0	0
1891-0294	0	0	0
1891-0295	0	0	0
1891-0296	0	0	0
1891-0297	0	0	0
1891-0301	0	0	0
1891-0310	0	0	0
1891-0311	0	0	0
1891-0312	0	0	0
1891-0302	0	0	0
1891-0303	0	0	0
1891-0304	0	0	0
1891-0305	0	0	0
1891-0307	0	0	0
1891-0320	0	0	0
1891-0308	0	0	0
1891-0309	0	0	0
1887-0208	0	0	0
1887-0214	0	0	0
1888-0211	0	0	0
1888-0213	0	0	0
1887-0167	0	0	0
1887-0176	0	0	0
1887-0180	0	0	0
1887-0178	0	0	0
1887-0168	0	0	0
1887-0169	0	0	0
1887-0170	0	0	0
1887-0171	0	0	0
1887-0172	0	0	0
1887-0173	0	0	0
1887-0174	0	0	0
1887-0175	0	0	0
1887-0177	0	0	0
1888-0212	0	0	0
1887-0179	0	0	0
1888-0214	0	0	0
1887-0224	0	0	0
1887-0226	0	0	0
1887-0152	0	0	0
1887-0227	0	0	0
1888-0088	0	0	0
1888-0089	0	0	0
1888-0210	0	0	0
1887-0165	0	0	0
1887-0163	0	0	0
1887-0161	0	0	0
1887-0222	0	0	0
1888-0215	0	0	0
1887-0183	0	0	0
1887-0215	0	0	0
1887-0181	0	0	0
1887-0216	0	0	0
1887-0217	0	0	0
1887-0218	0	0	0
1887-0219	0	0	0
1887-0220	0	0	0
1887-0221	0	0	0
1887-0223	0	0	0
1887-0160	0	0	0
1887-0182	0	0	0
1887-0162	0	0	0
1887-0166	0	0	0
1887-0164	0	0	0
1887-0154	0	0	0
1887-0155	0	0	0
1887-0156	0	0	0
1887-0157	0	0	0
1887-0158	0	0	0
1887-0159	0	0	0
1896-0355	0	0	0
1893-0337	0	0	0
1893-0308	0	0	0
1893-0074	0	0	0
1892-0318	0	0	0
1893-0081	0	0	0
1893-0082	0	0	0
1893-0084	0	0	0
1893-0085	0	0	0
1893-0086	0	0	0
1893-0087	0	0	0
1893-0088	0	0	0
1893-0089	0	0	0
1893-0090	0	0	0
1893-0091	0	0	0
1893-0094	0	0	0
1893-0095	0	0	0
1893-0096	0	0	0
1893-0097	0	0	0
1893-0099	0	0	0
1893-0101	0	0	0
1893-0107	0	0	0
1893-0273	0	0	0
1893-0065	0	0	0
1893-0063	0	0	0
1893-0062	0	0	0
1892-0388	0	0	0
1895-0095	0	0	0
1893-0073	0	0	0
1893-0414	0	0	0
1893-0072	0	0	0
1892-0315	0	0	0
1892-0316	0	0	0
1892-0332	0	0	0
1892-0319	0	0	0
1892-0320	0	0	0
1892-0321	0	0	0
1892-0322	0	0	0
1892-0323	0	0	0
1892-0324	0	0	0
1892-0325	0	0	0
1892-0326	0	0	0
1892-0327	0	0	0
1892-0328	0	0	0
1892-0329	0	0	0
1892-0330	0	0	0
1892-0364	0	0	0
1892-0366	0	0	0
1893-0274	0	0	0
1892-0375	0	0	0
1893-0066	0	0	0
1893-0068	0	0	0
1893-0069	0	0	0
1893-0071	0	0	0
1892-0376	0	0	0
1892-0377	0	0	0
1892-0378	0	0	0
1892-0379	0	0	0
1894-0397	0	0	0
1894-0424	0	0	0
1894-0412	0	0	0
1894-0426	0	0	0
1894-0414	0	0	0
1894-0415	0	0	0
1894-0417	0	0	0
1894-0418	0	0	0
1894-0419	0	0	0
1894-0420	0	0	0
1894-0421	0	0	0
1894-0422	0	0	0
1894-0425	0	0	0
1894-0436	0	0	0
1894-0427	0	0	0
1895-0060	0	0	0
1894-0428	0	0	0
1894-0429	0	0	0
1894-0430	0	0	0
1894-0431	0	0	0
1894-0432	0	0	0
1894-0433	0	0	0
1894-0434	0	0	0
1895-0065	0	0	0
1893-0420	0	0	0
1892-0401	0	0	0
1892-0389	0	0	0
1892-0380	0	0	0
1892-0390	0	0	0
1892-0381	0	0	0
1892-0392	0	0	0
1892-0382	0	0	0
1892-0383	0	0	0
1892-0384	0	0	0
1892-0385	0	0	0
1892-0386	0	0	0
1892-0387	0	0	0
1893-0061	0	0	0
1892-0400	0	0	0
1892-0391	0	0	0
1893-0419	0	0	0
1892-0393	0	0	0
1893-0421	0	0	0
1892-0394	0	0	0
1892-0395	0	0	0
1892-0396	0	0	0
1892-0397	0	0	0
1892-0398	0	0	0
1892-0399	0	0	0
1895-0087	0	0	0
1893-0413	0	0	0
1894-0437	0	0	0
1893-0412	0	0	0
1895-0062	0	0	0
1893-0415	0	0	0
1893-0416	0	0	0
1893-0417	0	0	0
1893-0371	0	0	0
1893-0370	0	0	0
1893-0369	0	0	0
1893-0353	0	0	0
1893-0341	0	0	0
1893-0342	0	0	0
1893-0343	0	0	0
1893-0344	0	0	0
1893-0345	0	0	0
1893-0346	0	0	0
1893-0347	0	0	0
1893-0348	0	0	0
1893-0349	0	0	0
1893-0350	0	0	0
1893-0351	0	0	0
1893-0352	0	0	0
1893-0354	0	0	0
1893-0368	0	0	0
1893-0355	0	0	0
1895-0061	0	0	0
1893-0410	0	0	0
1892-0310	0	0	0
1893-0407	0	0	0
1892-0312	0	0	0
1892-0314	0	0	0
1893-0276	0	0	0
1893-0339	0	0	0
1893-0372	0	0	0
1893-0373	0	0	0
1893-0374	0	0	0
1893-0375	0	0	0
1893-0376	0	0	0
1893-0377	0	0	0
1893-0379	0	0	0
1893-0380	0	0	0
1893-0381	0	0	0
1893-0382	0	0	0
1893-0383	0	0	0
1893-0384	0	0	0
1893-0385	0	0	0
1893-0386	0	0	0
1893-0387	0	0	0
1893-0388	0	0	0
1893-0389	0	0	0
1893-0390	0	0	0
1893-0391	0	0	0
1893-0356	0	0	0
1893-0358	0	0	0
1893-0359	0	0	0
1893-0360	0	0	0
1892-0351	0	0	0
1892-0362	0	0	0
1892-0353	0	0	0
1892-0335	0	0	0
1892-0354	0	0	0
1892-0355	0	0	0
1892-0356	0	0	0
1892-0357	0	0	0
1892-0358	0	0	0
1892-0359	0	0	0
1892-0360	0	0	0
1892-0361	0	0	0
1892-0363	0	0	0
1892-0311	0	0	0
1892-0334	0	0	0
1892-0313	0	0	0
1892-0333	0	0	0
1892-0317	0	0	0
1892-0305	0	0	0
1892-0306	0	0	0
1892-0307	0	0	0
1892-0308	0	0	0
1892-0309	0	0	0
1892-0350	0	0	0
1892-0348	0	0	0
1892-0346	0	0	0
1893-0275	0	0	0
1893-0361	0	0	0
1892-0365	0	0	0
1893-0362	0	0	0
1892-0337	0	0	0
1893-0363	0	0	0
1893-0364	0	0	0
1893-0365	0	0	0
1893-0366	0	0	0
1893-0367	0	0	0
1893-0277	0	0	0
1895-0324	0	0	0
1892-0345	0	0	0
1892-0336	0	0	0
1892-0347	0	0	0
1892-0338	0	0	0
1892-0349	0	0	0
1892-0339	0	0	0
1892-0340	0	0	0
1892-0341	0	0	0
1892-0342	0	0	0
1892-0343	0	0	0
1892-0344	0	0	0
1894-0435	0	0	0
1894-0396	0	0	0
1896-0114	0	0	0
1894-0284	0	0	0
1894-0078	0	0	0
1894-0081	0	0	0
1893-0433	0	0	0
1894-0066	0	0	0
1894-0068	0	0	0
1894-0093	0	0	0
1894-0070	0	0	0
1894-0073	0	0	0
1894-0074	0	0	0
1894-0076	0	0	0
1894-0077	0	0	0
1894-0087	0	0	0
1894-0334	0	0	0
1894-0335	0	0	0
1894-0089	0	0	0
1894-0090	0	0	0
1894-0091	0	0	0
1894-0092	0	0	0
1894-0299	0	0	0
1894-0300	0	0	0
1894-0301	0	0	0
1894-0347	0	0	0
1894-0333	0	0	0
1893-0432	0	0	0
1894-0283	0	0	0
1894-0395	0	0	0
1893-0425	0	0	0
1893-0428	0	0	0
1893-0427	0	0	0
1894-0336	0	0	0
1893-0429	0	0	0
1894-0286	0	0	0
1894-0287	0	0	0
1894-0288	0	0	0
1894-0289	0	0	0
1894-0290	0	0	0
1894-0291	0	0	0
1894-0292	0	0	0
1894-0293	0	0	0
1894-0294	0	0	0
1894-0295	0	0	0
1894-0296	0	0	0
1894-0297	0	0	0
1894-0298	0	0	0
1894-0099	0	0	0
1894-0096	0	0	0
1894-0094	0	0	0
1894-0067	0	0	0
1893-0423	0	0	0
1893-0424	0	0	0
1893-0426	0	0	0
1894-0337	0	0	0
1894-0332	0	0	0
1894-0302	0	0	0
1894-0313	0	0	0
1894-0338	0	0	0
1894-0316	0	0	0
1894-0339	0	0	0
1894-0306	0	0	0
1894-0307	0	0	0
1894-0308	0	0	0
1894-0309	0	0	0
1894-0310	0	0	0
1894-0311	0	0	0
1894-0312	0	0	0
1894-0314	0	0	0
1894-0325	0	0	0
1894-0329	0	0	0
1894-0327	0	0	0
1894-0317	0	0	0
1894-0318	0	0	0
1894-0319	0	0	0
1894-0320	0	0	0
1894-0321	0	0	0
1894-0322	0	0	0
1894-0323	0	0	0
1894-0324	0	0	0
1894-0326	0	0	0
1894-0328	0	0	0
1894-0305	0	0	0
1894-0331	0	0	0
1894-0304	0	0	0
1894-0350	0	0	0
1894-0303	0	0	0
1894-0352	0	0	0
1894-0341	0	0	0
1894-0342	0	0	0
1894-0343	0	0	0
1894-0344	0	0	0
1894-0346	0	0	0
1894-0348	0	0	0
1894-0349	0	0	0
1894-0360	0	0	0
1894-0351	0	0	0
1894-0330	0	0	0
1894-0353	0	0	0
1894-0315	0	0	0
1894-0354	0	0	0
1894-0355	0	0	0
1894-0356	0	0	0
1894-0357	0	0	0
1894-0358	0	0	0
1894-0359	0	0	0
1894-0285	0	0	0
1893-0335	0	0	0
1893-0303	0	0	0
1893-0431	0	0	0
1895-0312	0	0	0
1894-0391	0	0	0
1895-0314	0	0	0
1894-0390	0	0	0
1894-0392	0	0	0
1895-0064	0	0	0
1895-0067	0	0	0
1893-0422	0	0	0
1895-0068	0	0	0
1895-0297	0	0	0
1895-0298	0	0	0
1895-0299	0	0	0
1895-0300	0	0	0
1895-0301	0	0	0
1895-0302	0	0	0
1895-0303	0	0	0
1895-0304	0	0	0
1895-0305	0	0	0
1895-0306	0	0	0
1895-0307	0	0	0
1895-0308	0	0	0
1895-0309	0	0	0
1895-0310	0	0	0
1893-0430	0	0	0
1894-0279	0	0	0
1894-0107	0	0	0
1894-0384	0	0	0
1894-0282	0	0	0
1894-0386	0	0	0
1894-0389	0	0	0
1894-0388	0	0	0
1894-0394	0	0	0
1894-0378	0	0	0
1894-0366	0	0	0
1894-0367	0	0	0
1894-0368	0	0	0
1894-0369	0	0	0
1894-0370	0	0	0
1894-0371	0	0	0
1894-0372	0	0	0
1894-0373	0	0	0
1894-0374	0	0	0
1894-0375	0	0	0
1894-0376	0	0	0
1894-0377	0	0	0
1894-0379	0	0	0
1894-0393	0	0	0
1894-0380	0	0	0
1894-0381	0	0	0
1894-0382	0	0	0
1895-0311	0	0	0
1894-0385	0	0	0
1895-0313	0	0	0
1894-0387	0	0	0
1894-0278	0	0	0
1895-0290	0	0	0
1895-0316	0	0	0
1894-0281	0	0	0
1894-0365	0	0	0
1895-0318	0	0	0
1895-0102	0	0	0
1895-0111	0	0	0
1895-0286	0	0	0
1895-0287	0	0	0
1895-0288	0	0	0
1895-0289	0	0	0
1895-0291	0	0	0
1894-0112	0	0	0
1895-0292	0	0	0
1894-0364	0	0	0
1894-0280	0	0	0
1894-0363	0	0	0
1894-0361	0	0	0
1894-0100	0	0	0
1894-0102	0	0	0
1894-0103	0	0	0
1894-0105	0	0	0
1895-0101	0	0	0
1895-0100	0	0	0
1895-0086	0	0	0
1895-0323	0	0	0
1895-0315	0	0	0
1895-0090	0	0	0
1895-0294	0	0	0
1895-0317	0	0	0
1895-0097	0	0	0
1895-0071	0	0	0
1895-0319	0	0	0
1895-0320	0	0	0
1895-0321	0	0	0
1895-0322	0	0	0
1895-0296	0	0	0
1895-0084	0	0	0
1895-0295	0	0	0
1895-0094	0	0	0
1895-0088	0	0	0
1895-0070	0	0	0
1895-0072	0	0	0
1895-0293	0	0	0
1895-0073	0	0	0
1895-0079	0	0	0
1895-0081	0	0	0
1895-0083	0	0	0
1893-0338	0	0	0
1896-0362	0	0	0
1893-0309	0	0	0
1895-0422	0	0	0
1887-0023	0	0	0
1897-0399	0	0	0
1897-0357	0	0	0
1897-0398	0	0	0
1897-0400	0	0	0
1897-0401	0	0	0
1897-0409	0	0	0
1897-0410	0	0	0
1897-0411	0	0	0
1897-0412	0	0	0
1897-0413	0	0	0
1897-0414	0	0	0
1897-0415	0	0	0
1897-0416	0	0	0
1897-0417	0	0	0
1897-0418	0	0	0
1897-0420	0	0	0
1897-0421	0	0	0
1897-0422	0	0	0
1897-0423	0	0	0
1897-0424	0	0	0
1897-0425	0	0	0
1897-0389	0	0	0
1898-0333	0	0	0
1895-0404	0	0	0
1895-0383	0	0	0
1897-0392	0	0	0
1895-0420	0	0	0
1897-0394	0	0	0
1897-0397	0	0	0
1897-0396	0	0	0
1895-0425	0	0	0
1895-0438	0	0	0
1895-0426	0	0	0
1895-0427	0	0	0
1895-0428	0	0	0
1895-0429	0	0	0
1895-0430	0	0	0
1895-0431	0	0	0
1895-0432	0	0	0
1895-0433	0	0	0
1895-0434	0	0	0
1895-0435	0	0	0
1895-0436	0	0	0
1895-0437	0	0	0
1896-0409	0	0	0
1896-0411	0	0	0
1892-0304	0	0	0
1897-0427	0	0	0
1897-0390	0	0	0
1897-0388	0	0	0
