filename	count_mme	count_mlle	total
1897-0393	0	0	0
1897-0371	0	0	0
1897-0395	0	0	0
1897-0429	0	0	0
1898-0316	0	0	0
1898-0305	0	0	0
1898-0318	0	0	0
1898-0308	0	0	0
1898-0309	0	0	0
1898-0310	0	0	0
1898-0311	0	0	0
1898-0312	0	0	0
1898-0313	0	0	0
1898-0314	0	0	0
1898-0315	0	0	0
1898-0317	0	0	0
1898-0328	0	0	0
1898-0319	0	0	0
1898-0330	0	0	0
1898-0320	0	0	0
1898-0321	0	0	0
1898-0322	0	0	0
1898-0323	0	0	0
1898-0324	0	0	0
1898-0325	0	0	0
1898-0326	0	0	0
1897-0355	0	0	0
1897-0426	0	0	0
1897-0383	0	0	0
1897-0370	0	0	0
1897-0358	0	0	0
1897-0385	0	0	0
1897-0360	0	0	0
1897-0374	0	0	0
1897-0363	0	0	0
1897-0364	0	0	0
1897-0366	0	0	0
1897-0367	0	0	0
1897-0368	0	0	0
1897-0369	0	0	0
1897-0372	0	0	0
1897-0382	0	0	0
1897-0373	0	0	0
1897-0384	0	0	0
1897-0375	0	0	0
1897-0428	0	0	0
1897-0376	0	0	0
1897-0377	0	0	0
1897-0378	0	0	0
1897-0379	0	0	0
1897-0380	0	0	0
1897-0381	0	0	0
1893-0302	0	0	0
1895-0382	0	0	0
1898-0329	0	0	0
1895-0381	0	0	0
1898-0332	0	0	0
1895-0384	0	0	0
1895-0385	0	0	0
1895-0386	0	0	0
1895-0387	0	0	0
1895-0359	0	0	0
1895-0358	0	0	0
1895-0357	0	0	0
1895-0340	0	0	0
1895-0328	0	0	0
1895-0329	0	0	0
1895-0330	0	0	0
1895-0331	0	0	0
1895-0332	0	0	0
1895-0333	0	0	0
1895-0334	0	0	0
1895-0335	0	0	0
1895-0336	0	0	0
1895-0337	0	0	0
1895-0338	0	0	0
1895-0339	0	0	0
1895-0341	0	0	0
1895-0356	0	0	0
1898-0331	0	0	0
1895-0380	0	0	0
1895-0398	0	0	0
1895-0379	0	0	0
1895-0400	0	0	0
1895-0403	0	0	0
1896-0112	0	0	0
1896-0410	0	0	0
1895-0389	0	0	0
1895-0360	0	0	0
1895-0361	0	0	0
1895-0362	0	0	0
1895-0363	0	0	0
1895-0364	0	0	0
1895-0365	0	0	0
1895-0366	0	0	0
1895-0367	0	0	0
1895-0368	0	0	0
1895-0370	0	0	0
1895-0371	0	0	0
1895-0372	0	0	0
1895-0373	0	0	0
1895-0374	0	0	0
1895-0375	0	0	0
1895-0376	0	0	0
1895-0377	0	0	0
1895-0378	0	0	0
1895-0342	0	0	0
1895-0343	0	0	0
1895-0344	0	0	0
1895-0345	0	0	0
1896-0086	0	0	0
1896-0108	0	0	0
1896-0087	0	0	0
1896-0110	0	0	0
1896-0089	0	0	0
1896-0090	0	0	0
1896-0094	0	0	0
1896-0095	0	0	0
1896-0097	0	0	0
1896-0100	0	0	0
1896-0101	0	0	0
1896-0102	0	0	0
1896-0109	0	0	0
1895-0399	0	0	0
1895-0441	0	0	0
1895-0402	0	0	0
1895-0440	0	0	0
1895-0439	0	0	0
1895-0424	0	0	0
1895-0393	0	0	0
1895-0395	0	0	0
1895-0396	0	0	0
1895-0397	0	0	0
1896-0084	0	0	0
1896-0079	0	0	0
1896-0073	0	0	0
1895-0388	0	0	0
1895-0346	0	0	0
1896-0111	0	0	0
1895-0348	0	0	0
1895-0442	0	0	0
1895-0349	0	0	0
1895-0350	0	0	0
1895-0351	0	0	0
1895-0353	0	0	0
1895-0354	0	0	0
1895-0355	0	0	0
1895-0391	0	0	0
1896-0070	0	0	0
1895-0392	0	0	0
1896-0077	0	0	0
1895-0443	0	0	0
1896-0081	0	0	0
1896-0059	0	0	0
1896-0060	0	0	0
1896-0061	0	0	0
1896-0063	0	0	0
1896-0064	0	0	0
1896-0067	0	0	0
1898-0327	0	0	0
1893-0300	0	0	0
1893-0298	0	0	0
1897-0294	0	0	0
1897-0333	0	0	0
1897-0299	0	0	0
1897-0300	0	0	0
1897-0301	0	0	0
1897-0302	0	0	0
1897-0304	0	0	0
1897-0317	0	0	0
1897-0305	0	0	0
1897-0306	0	0	0
1897-0307	0	0	0
1897-0308	0	0	0
1897-0309	0	0	0
1897-0310	0	0	0
1897-0311	0	0	0
1897-0312	0	0	0
1897-0313	0	0	0
1897-0314	0	0	0
1897-0315	0	0	0
1897-0316	0	0	0
1895-0327	0	0	0
1895-0326	0	0	0
1895-0325	0	0	0
1903-0146	0	0	0
1897-0298	0	0	0
1897-0293	0	0	0
1898-0296	0	0	0
1897-0291	0	0	0
1897-0331	0	0	0
1897-0332	0	0	0
1897-0335	0	0	0
1897-0337	0	0	0
1897-0338	0	0	0
1897-0339	0	0	0
1897-0340	0	0	0
1897-0341	0	0	0
1897-0343	0	0	0
1897-0344	0	0	0
1897-0345	0	0	0
1897-0346	0	0	0
1897-0348	0	0	0
1897-0349	0	0	0
1897-0351	0	0	0
1897-0352	0	0	0
1897-0320	0	0	0
1897-0319	0	0	0
1897-0318	0	0	0
1897-0303	0	0	0
1897-0288	0	0	0
1897-0289	0	0	0
1897-0290	0	0	0
1903-0316	0	0	0
1890-0242	0	0	0
1893-0310	0	0	0
1893-0311	0	0	0
1893-0290	0	0	0
1893-0287	0	0	0
1893-0278	0	0	0
1893-0289	0	0	0
1893-0279	0	0	0
1893-0280	0	0	0
1893-0281	0	0	0
1893-0282	0	0	0
1893-0283	0	0	0
1893-0284	0	0	0
1893-0285	0	0	0
1893-0286	0	0	0
1893-0288	0	0	0
1893-0299	0	0	0
1893-0291	0	0	0
1893-0301	0	0	0
1893-0304	0	0	0
1893-0292	0	0	0
1893-0293	0	0	0
1893-0294	0	0	0
1893-0295	0	0	0
1893-0296	0	0	0
1893-0297	0	0	0
1893-0305	0	0	0
1893-0307	0	0	0
1893-0333	0	0	0
1893-0320	0	0	0
1893-0312	0	0	0
1893-0322	0	0	0
1893-0313	0	0	0
1893-0324	0	0	0
1893-0314	0	0	0
1893-0315	0	0	0
1893-0316	0	0	0
1893-0317	0	0	0
1893-0318	0	0	0
1893-0319	0	0	0
1893-0321	0	0	0
1893-0332	0	0	0
1893-0323	0	0	0
1893-0334	0	0	0
1893-0325	0	0	0
1893-0306	0	0	0
1893-0326	0	0	0
1893-0327	0	0	0
1893-0328	0	0	0
1893-0329	0	0	0
1893-0330	0	0	0
1893-0331	0	0	0
1897-0297	0	0	0
1898-0295	0	0	0
1893-0075	0	0	0
1898-0293	0	0	0
1898-0304	0	0	0
1898-0297	0	0	0
1898-0298	0	0	0
1898-0299	0	0	0
1897-0356	0	0	0
1897-0354	0	0	0
1896-0413	0	0	0
1897-0284	0	0	0
1897-0089	0	0	0
1897-0091	0	0	0
1897-0097	0	0	0
1897-0101	0	0	0
1897-0103	0	0	0
1897-0104	0	0	0
1897-0110	0	0	0
1897-0111	0	0	0
1897-0112	0	0	0
1897-0113	0	0	0
1897-0114	0	0	0
1897-0115	0	0	0
1897-0116	0	0	0
1897-0117	0	0	0
1897-0118	0	0	0
1893-0077	0	0	0
1898-0292	0	0	0
1897-0326	0	0	0
1898-0291	0	0	0
1897-0328	0	0	0
1897-0330	0	0	0
1898-0302	0	0	0
1898-0301	0	0	0
1898-0101	0	0	0
1898-0062	0	0	0
1898-0063	0	0	0
1898-0064	0	0	0
1898-0067	0	0	0
1898-0070	0	0	0
1898-0073	0	0	0
1898-0080	0	0	0
1898-0087	0	0	0
1898-0091	0	0	0
1898-0092	0	0	0
1898-0093	0	0	0
1898-0098	0	0	0
1898-0106	0	0	0
1898-0300	0	0	0
1898-0107	0	0	0
1898-0288	0	0	0
1898-0289	0	0	0
1898-0290	0	0	0
1897-0119	0	0	0
1897-0120	0	0	0
1897-0121	0	0	0
1897-0122	0	0	0
1896-0429	0	0	0
1897-0072	0	0	0
1896-0430	0	0	0
1897-0283	0	0	0
1896-0431	0	0	0
1896-0432	0	0	0
1897-0061	0	0	0
1897-0062	0	0	0
1897-0063	0	0	0
1897-0065	0	0	0
1897-0066	0	0	0
1897-0069	0	0	0
1897-0075	0	0	0
1897-0327	0	0	0
1897-0286	0	0	0
1897-0329	0	0	0
1897-0353	0	0	0
1897-0287	0	0	0
1897-0321	0	0	0
1897-0322	0	0	0
1897-0323	0	0	0
1897-0324	0	0	0
1897-0325	0	0	0
1897-0081	0	0	0
1896-0426	0	0	0
1896-0424	0	0	0
1897-0088	0	0	0
1897-0123	0	0	0
1897-0083	0	0	0
1897-0124	0	0	0
1896-0414	0	0	0
1897-0277	0	0	0
1897-0278	0	0	0
1897-0279	0	0	0
1897-0280	0	0	0
1897-0281	0	0	0
1897-0282	0	0	0
1897-0085	0	0	0
1896-0423	0	0	0
1896-0427	0	0	0
1896-0425	0	0	0
1896-0415	0	0	0
1896-0428	0	0	0
1896-0416	0	0	0
1896-0417	0	0	0
1896-0418	0	0	0
1896-0420	0	0	0
1896-0421	0	0	0
1896-0422	0	0	0
1892-0082	0	0	0
1903-0144	0	0	0
1897-0359	0	0	0
1900-0067	0	0	0
1899-0366	0	0	0
1906-0121	0	0	0
1900-0073	0	0	0
1906-0119	0	0	0
1906-0118	0	0	0
1900-0077	0	0	0
1906-0116	0	0	0
1906-0129	0	0	0
1900-0080	0	0	0
1900-0082	0	0	0
1906-0113	0	0	0
1900-0085	0	0	0
1906-0111	0	0	0
1900-0087	0	0	0
1906-0110	0	0	0
1906-0108	0	0	0
1900-0090	0	0	0
1906-0127	0	0	0
1900-0062	0	0	0
1906-0140	0	0	0
1899-0425	0	0	0
1899-0416	0	0	0
1899-0417	0	0	0
1903-0457	0	0	0
1905-0418	0	0	0
1898-0356	0	0	0
1906-0117	0	0	0
1899-0373	0	0	0
1906-0407	0	0	0
1906-0406	0	0	0
1899-0368	0	0	0
1899-0369	0	0	0
1899-0370	0	0	0
1899-0371	0	0	0
1906-0405	0	0	0
1899-0372	0	0	0
1899-0374	0	0	0
1899-0383	0	0	0
1899-0375	0	0	0
1899-0376	0	0	0
1899-0377	0	0	0
1906-0404	0	0	0
1899-0378	0	0	0
1899-0379	0	0	0
1899-0380	0	0	0
1899-0381	0	0	0
1899-0382	0	0	0
1906-0142	0	0	0
1899-0413	0	0	0
1899-0414	0	0	0
1899-0418	0	0	0
1899-0419	0	0	0
1899-0420	0	0	0
1899-0421	0	0	0
1899-0323	0	0	0
1899-0333	0	0	0
1899-0325	0	0	0
1899-0314	0	0	0
1899-0313	0	0	0
1906-0442	0	0	0
1899-0327	0	0	0
1899-0328	0	0	0
1899-0329	0	0	0
1899-0330	0	0	0
1899-0331	0	0	0
1899-0332	0	0	0
1899-0334	0	0	0
1899-0300	0	0	0
1899-0312	0	0	0
1899-0302	0	0	0
1906-0440	0	0	0
1899-0303	0	0	0
1899-0293	0	0	0
1899-0295	0	0	0
1899-0296	0	0	0
1899-0297	0	0	0
1906-0447	0	0	0
1899-0322	0	0	0
1899-0320	0	0	0
1899-0318	0	0	0
1899-0428	0	0	0
1905-0473	0	0	0
1900-0058	0	0	0
1903-0396	0	0	0
1906-0134	0	0	0
1899-0424	0	0	0
1906-0139	0	0	0
1906-0130	0	0	0
1899-0426	0	0	0
1899-0427	0	0	0
1906-0138	0	0	0
1906-0137	0	0	0
1899-0317	0	0	0
1900-0059	0	0	0
1899-0319	0	0	0
1906-0132	0	0	0
1899-0321	0	0	0
1899-0365	0	0	0
1899-0364	0	0	0
1899-0362	0	0	0
1899-0324	0	0	0
1899-0315	0	0	0
1899-0316	0	0	0
1903-0454	0	0	0
1898-0355	0	0	0
1899-0301	0	0	0
1898-0354	0	0	0
1906-0443	0	0	0
1898-0357	0	0	0
1906-0540	0	0	0
1898-0379	0	0	0
1906-0528	0	0	0
1906-0496	0	0	0
1906-0499	0	0	0
1906-0505	0	0	0
1906-0504	0	0	0
1898-0389	0	0	0
1906-0503	0	0	0
1906-0502	0	0	0
1898-0390	0	0	0
1906-0501	0	0	0
1906-0500	0	0	0
1898-0391	0	0	0
1906-0498	0	0	0
1906-0507	0	0	0
1898-0392	0	0	0
1898-0393	0	0	0
1898-0394	0	0	0
1898-0395	0	0	0
1898-0396	0	0	0
1906-0446	0	0	0
1906-0541	0	0	0
1899-0411	0	0	0
1898-0352	0	0	0
1899-0385	0	0	0
1906-0403	0	0	0
1898-0375	0	0	0
1906-0534	0	0	0
1898-0377	0	0	0
1898-0378	0	0	0
1898-0362	0	0	0
1898-0360	0	0	0
1906-0529	0	0	0
1898-0348	0	0	0
1898-0338	0	0	0
1898-0339	0	0	0
1898-0340	0	0	0
1898-0341	0	0	0
1898-0342	0	0	0
1898-0343	0	0	0
1898-0344	0	0	0
1906-0543	0	0	0
1898-0346	0	0	0
1898-0349	0	0	0
1898-0359	0	0	0
1898-0350	0	0	0
1898-0351	0	0	0
1898-0398	0	0	0
1898-0399	0	0	0
1898-0400	0	0	0
1898-0401	0	0	0
1900-0091	0	0	0
1906-0400	0	0	0
1899-0292	0	0	0
1899-0395	0	0	0
1899-0386	0	0	0
1906-0402	0	0	0
1899-0387	0	0	0
1906-0401	0	0	0
1899-0389	0	0	0
1899-0390	0	0	0
1899-0391	0	0	0
1899-0392	0	0	0
1899-0394	0	0	0
1899-0412	0	0	0
1899-0396	0	0	0
1899-0384	0	0	0
1899-0397	0	0	0
1899-0398	0	0	0
1906-0174	0	0	0
1899-0400	0	0	0
1899-0401	0	0	0
1899-0402	0	0	0
1899-0403	0	0	0
1899-0291	0	0	0
1906-0510	0	0	0
1906-0515	0	0	0
1906-0524	0	0	0
1906-0506	0	0	0
1906-0522	0	0	0
1906-0509	0	0	0
1898-0383	0	0	0
1906-0527	0	0	0
1906-0520	0	0	0
1898-0380	0	0	0
1898-0381	0	0	0
1906-0526	0	0	0
1906-0525	0	0	0
1898-0382	0	0	0
1898-0387	0	0	0
1906-0521	0	0	0
1906-0514	0	0	0
1906-0519	0	0	0
1899-0289	0	0	0
1898-0388	0	0	0
1898-0384	0	0	0
1898-0385	0	0	0
1898-0386	0	0	0
1906-0517	0	0	0
1906-0516	0	0	0
1899-0299	0	0	0
1906-0445	0	0	0
1899-0422	0	0	0
1903-0463	0	0	0
1903-0477	0	0	0
1903-0478	0	0	0
1903-0468	0	0	0
1903-0469	0	0	0
1903-0470	0	0	0
1903-0471	0	0	0
1903-0472	0	0	0
1903-0473	0	0	0
1903-0474	0	0	0
1903-0476	0	0	0
1903-0486	0	0	0
1903-0479	0	0	0
1903-0363	0	0	0
1903-0354	0	0	0
1903-0480	0	0	0
1903-0481	0	0	0
1903-0482	0	0	0
1903-0483	0	0	0
1903-0484	0	0	0
1903-0485	0	0	0
1903-0413	0	0	0
1903-0412	0	0	0
1903-0411	0	0	0
1903-0467	0	0	0
1903-0462	0	0	0
1899-0304	0	0	0
1903-0508	0	0	0
1903-0487	0	0	0
1903-0489	0	0	0
1903-0355	0	0	0
1903-0465	0	0	0
1903-0499	0	0	0
1903-0490	0	0	0
1903-0491	0	0	0
1903-0492	0	0	0
1903-0493	0	0	0
1903-0494	0	0	0
1903-0495	0	0	0
1903-0496	0	0	0
1903-0497	0	0	0
1903-0498	0	0	0
1903-0500	0	0	0
1903-0488	0	0	0
1903-0501	0	0	0
1903-0502	0	0	0
1903-0503	0	0	0
1903-0504	0	0	0
1903-0505	0	0	0
1903-0506	0	0	0
1903-0507	0	0	0
1903-0509	0	0	0
1903-0356	0	0	0
1903-0330	0	0	0
1903-0332	0	0	0
1903-0344	0	0	0
1903-0357	0	0	0
1903-0346	0	0	0
1903-0358	0	0	0
1903-0337	0	0	0
1904-0541	0	0	0
1903-0340	0	0	0
1904-0539	0	0	0
1903-0341	0	0	0
1904-0540	0	0	0
1903-0343	0	0	0
1903-0345	0	0	0
1903-0394	0	0	0
1903-0347	0	0	0
1903-0395	0	0	0
1903-0348	0	0	0
1903-0349	0	0	0
1903-0374	0	0	0
1904-0536	0	0	0
1903-0410	0	0	0
1904-0522	0	0	0
1904-0526	0	0	0
1904-0525	0	0	0
1904-0524	0	0	0
1904-0523	0	0	0
1903-0336	0	0	0
1903-0365	0	0	0
1903-0335	0	0	0
1903-0367	0	0	0
1903-0334	0	0	0
1903-0369	0	0	0
1903-0359	0	0	0
1903-0360	0	0	0
1904-0538	0	0	0
1903-0362	0	0	0
1903-0364	0	0	0
1903-0352	0	0	0
1903-0366	0	0	0
1903-0339	0	0	0
1903-0368	0	0	0
1903-0331	0	0	0
1903-0370	0	0	0
1904-0542	0	0	0
1903-0371	0	0	0
1903-0372	0	0	0
1904-0537	0	0	0
1903-0353	0	0	0
1903-0351	0	0	0
1903-0375	0	0	0
1903-0464	0	0	0
1906-0535	0	0	0
1899-0423	0	0	0
1903-0466	0	0	0
1899-0340	0	0	0
1899-0356	0	0	0
1906-0426	0	0	0
1899-0355	0	0	0
1899-0357	0	0	0
1899-0358	0	0	0
1899-0359	0	0	0
1899-0360	0	0	0
1899-0345	0	0	0
1906-0418	0	0	0
1899-0335	0	0	0
1906-0428	0	0	0
1906-0437	0	0	0
1899-0337	0	0	0
1906-0436	0	0	0
1906-0435	0	0	0
1906-0434	0	0	0
1906-0433	0	0	0
1906-0432	0	0	0
1906-0431	0	0	0
1906-0429	0	0	0
1899-0339	0	0	0
1906-0421	0	0	0
1903-0475	0	0	0
1904-0517	0	0	0
1903-0427	0	0	0
1906-0409	0	0	0
1903-0433	0	0	0
1906-0417	0	0	0
1899-0354	0	0	0
1899-0353	0	0	0
1899-0305	0	0	0
1899-0306	0	0	0
1899-0307	0	0	0
1899-0308	0	0	0
1899-0309	0	0	0
1899-0310	0	0	0
1899-0311	0	0	0
1906-0441	0	0	0
1906-0439	0	0	0
1899-0361	0	0	0
1899-0350	0	0	0
1906-0415	0	0	0
1899-0346	0	0	0
1906-0413	0	0	0
1899-0347	0	0	0
1906-0412	0	0	0
1906-0411	0	0	0
1899-0348	0	0	0
1906-0410	0	0	0
1906-0427	0	0	0
1899-0351	0	0	0
1899-0341	0	0	0
1899-0352	0	0	0
1904-0518	0	0	0
1903-0416	0	0	0
1906-0424	0	0	0
1903-0432	0	0	0
1903-0419	0	0	0
1906-0423	0	0	0
1903-0437	0	0	0
1903-0436	0	0	0
1903-0435	0	0	0
1903-0423	0	0	0
1903-0414	0	0	0
1903-0415	0	0	0
1903-0417	0	0	0
1903-0428	0	0	0
1903-0418	0	0	0
1903-0420	0	0	0
1903-0431	0	0	0
1903-0421	0	0	0
1903-0422	0	0	0
1904-0520	0	0	0
1903-0434	0	0	0
1903-0425	0	0	0
1904-0519	0	0	0
1903-0461	0	0	0
1903-0460	0	0	0
1904-0516	0	0	0
1903-0511	0	0	0
1899-0342	0	0	0
1903-0456	0	0	0
1903-0440	0	0	0
1899-0343	0	0	0
1903-0459	0	0	0
1903-0446	0	0	0
1906-0422	0	0	0
1901-0367	0	0	0
1905-0413	0	0	0
1901-0368	0	0	0
1903-0438	0	0	0
1903-0452	0	0	0
1903-0439	0	0	0
1903-0441	0	0	0
1903-0455	0	0	0
1903-0445	0	0	0
1903-0447	0	0	0
1904-0515	0	0	0
1903-0448	0	0	0
1903-0449	0	0	0
1903-0450	0	0	0
1903-0451	0	0	0
1898-0374	0	0	0
1906-0122	0	0	0
1900-0070	0	0	0
1901-0324	0	0	0
1905-0436	0	0	0
1905-0452	0	0	0
1901-0331	0	0	0
1905-0453	0	0	0
1905-0433	0	0	0
1901-0333	0	0	0
1901-0306	0	0	0
1901-0307	0	0	0
1905-0430	0	0	0
1901-0308	0	0	0
1901-0309	0	0	0
1901-0310	0	0	0
1901-0311	0	0	0
1901-0312	0	0	0
1901-0313	0	0	0
1901-0315	0	0	0
1901-0316	0	0	0
1901-0317	0	0	0
1901-0318	0	0	0
1901-0319	0	0	0
1901-0320	0	0	0
1905-0428	0	0	0
1901-0322	0	0	0
1905-0422	0	0	0
1905-0435	0	0	0
1905-0512	0	0	0
1906-0084	0	0	0
1901-0350	0	0	0
1900-0330	0	0	0
1900-0384	0	0	0
1905-0431	0	0	0
1900-0291	0	0	0
1900-0386	0	0	0
1900-0341	0	0	0
1900-0342	0	0	0
1900-0343	0	0	0
1900-0296	0	0	0
1900-0297	0	0	0
1905-0515	0	0	0
1900-0298	0	0	0
1900-0328	0	0	0
1905-0514	0	0	0
1905-0513	0	0	0
1900-0300	0	0	0
1906-0081	0	0	0
1900-0329	0	0	0
1906-0085	0	0	0
1905-0511	0	0	0
1900-0331	0	0	0
1905-0510	0	0	0
1905-0434	0	0	0
1900-0332	0	0	0
1905-0437	0	0	0
1904-0447	0	0	0
1905-0424	0	0	0
1901-0361	0	0	0
1901-0109	0	0	0
1905-0423	0	0	0
1901-0366	0	0	0
1905-0448	0	0	0
1901-0355	0	0	0
1901-0356	0	0	0
1901-0357	0	0	0
1901-0358	0	0	0
1901-0359	0	0	0
1901-0360	0	0	0
1901-0362	0	0	0
1905-0425	0	0	0
1901-0363	0	0	0
1901-0346	0	0	0
1901-0332	0	0	0
1901-0344	0	0	0
1905-0426	0	0	0
1901-0343	0	0	0
1901-0326	0	0	0
1901-0327	0	0	0
1901-0328	0	0	0
1901-0354	0	0	0
1905-0421	0	0	0
1901-0347	0	0	0
1901-0114	0	0	0
1905-0450	0	0	0
1901-0349	0	0	0
1901-0116	0	0	0
1905-0449	0	0	0
1901-0352	0	0	0
1905-0440	0	0	0
1905-0447	0	0	0
1905-0446	0	0	0
1905-0445	0	0	0
1901-0113	0	0	0
1901-0115	0	0	0
1901-0345	0	0	0
1905-0443	0	0	0
1905-0442	0	0	0
1901-0348	0	0	0
1905-0441	0	0	0
1905-0438	0	0	0
1901-0351	0	0	0
1901-0117	0	0	0
1901-0323	0	0	0
1905-0427	0	0	0
1900-0387	0	0	0
1900-0340	0	0	0
1906-0068	0	0	0
1905-0516	0	0	0
1900-0364	0	0	0
1905-0494	0	0	0
1900-0376	0	0	0
1905-0500	0	0	0
1900-0371	0	0	0
1900-0377	0	0	0
1900-0378	0	0	0
1905-0493	0	0	0
1900-0380	0	0	0
1900-0381	0	0	0
1900-0382	0	0	0
1900-0383	0	0	0
1906-0104	0	0	0
1900-0370	0	0	0
1905-0495	0	0	0
1900-0374	0	0	0
1900-0373	0	0	0
1900-0357	0	0	0
1900-0358	0	0	0
1900-0359	0	0	0
1905-0498	0	0	0
1900-0360	0	0	0
1905-0497	0	0	0
1900-0362	0	0	0
1900-0363	0	0	0
1905-0499	0	0	0
1900-0334	0	0	0
1900-0293	0	0	0
1900-0333	0	0	0
1900-0372	0	0	0
1900-0347	0	0	0
1906-0096	0	0	0
1900-0108	0	0	0
1900-0106	0	0	0
1905-0501	0	0	0
1900-0354	0	0	0
1906-0097	0	0	0
1900-0353	0	0	0
1906-0090	0	0	0
1900-0352	0	0	0
1900-0346	0	0	0
1900-0355	0	0	0
1900-0109	0	0	0
1900-0351	0	0	0
1906-0093	0	0	0
1900-0107	0	0	0
1905-0502	0	0	0
1900-0349	0	0	0
1900-0368	0	0	0
1905-0508	0	0	0
1906-0103	0	0	0
1906-0077	0	0	0
1900-0365	0	0	0
1900-0369	0	0	0
1905-0509	0	0	0
1900-0335	0	0	0
1900-0100	0	0	0
1900-0316	0	0	0
1900-0336	0	0	0
1905-0496	0	0	0
1900-0366	0	0	0
1900-0317	0	0	0
1900-0318	0	0	0
1906-0073	0	0	0
1900-0319	0	0	0
1900-0314	0	0	0
1906-0069	0	0	0
1900-0313	0	0	0
1900-0321	0	0	0
1900-0322	0	0	0
1906-0070	0	0	0
1906-0078	0	0	0
1900-0323	0	0	0
1900-0303	0	0	0
1900-0301	0	0	0
1900-0344	0	0	0
1900-0292	0	0	0
1900-0295	0	0	0
1900-0315	0	0	0
1900-0294	0	0	0
1900-0320	0	0	0
1906-0066	0	0	0
1900-0309	0	0	0
1900-0326	0	0	0
1900-0098	0	0	0
1900-0367	0	0	0
1900-0345	0	0	0
1900-0337	0	0	0
1906-0089	0	0	0
1906-0065	0	0	0
1900-0311	0	0	0
1900-0325	0	0	0
1900-0308	0	0	0
1900-0339	0	0	0
1900-0312	0	0	0
1900-0302	0	0	0
1900-0307	0	0	0
1900-0324	0	0	0
1900-0385	0	0	0
1905-0517	0	0	0
1900-0305	0	0	0
1900-0304	0	0	0
1901-0334	0	0	0
1900-0327	0	0	0
1901-0329	0	0	0
1900-0395	0	0	0
1898-0366	0	0	0
1906-0470	0	0	0
1906-0453	0	0	0
1898-0412	0	0	0
1899-0103	0	0	0
1898-0411	0	0	0
1898-0420	0	0	0
1898-0422	0	0	0
1906-0492	0	0	0
1898-0423	0	0	0
1898-0424	0	0	0
1898-0425	0	0	0
1898-0426	0	0	0
1898-0427	0	0	0
1906-0493	0	0	0
1898-0429	0	0	0
1898-0430	0	0	0
1898-0431	0	0	0
1906-0480	0	0	0
1906-0478	0	0	0
1899-0073	0	0	0
1906-0451	0	0	0
1906-0456	0	0	0
1899-0098	0	0	0
1906-0455	0	0	0
